100
200437965920.25,234206767960.70,259195145055.67,218172148894.69,238248865308.50,225890317588.70,251497748592.74,226312168763.48,237143503279.88,222542539236.77,210467770993.15,224542780465.00,230288789227.63,212490970807.79,204326164752.22,233735291307.75,248340407280.98,215819895428.56,210369329170.76,231251612362.56,231771765378.29,228809536648.10,190156929702.33,219048663061.39,238936955879.73,241629857333.81,243216388195.99,221862777174.61,218036584422.46,224737981174.05,202781492064.11,228614238097.08,232025917228.77,220291924376.87,239597589208.02,237792849395.10,238012366669.63,233366811789.92,233398312774.57,214455883679.84,232880221548.34,254588324399.23,225892121429.97,242956758514.26,228794108523.63,240184812256.65,230031590169.40,190805341287.31,224601496621.83,213996808063.41,258375401523.46,202911833561.36,219195753530.42,207923366672.76,256728628509.51,226278485608.08,226842232093.26,233899119815.52,225347674508.05,248127130682.04,240509967144.09,218981222453.41,239054540888.84,233828855567.97,197467407620.48,218522052297.43,206443642845.33,246834990287.65,238769455939.68,245512246471.60,247310289487.95,232513426209.48,213069128947.73,229249218720.61,252393348606.97,212512806145.07,219684274722.23,235356403146.27,230245988532.69,217978404900.44,212761371960.87,206900816637.40,231222780325.20,218379547422.48,225370893278.01,234288613931.68,236340328116.21,255376077045.61,230594088092.45,208679775831.16,225748227105.65,245336356259.55,219960308986.71,239843674325.24,218108520728.01,223839477164.18,237831386117.14,236517676509.17,243034823699.66,224843672848.43
221744779898.34,247794188883.90,278753107832.92,245359209498.62,270494056262.33,266414295015.20,298169503321.99,227054567475.98,273451462514.85,255897891597.47,268754491879.19,243650563283.93,258856051979.42,240479473290.05,225936857045.10,252214980854.19,272550197206.60,240400957239.60,249087076397.38,254671735785.49,258256992795.79,241291059667.51,237180677135.31,234144990180.55,267703074362.87,283363057620.86,269886287622.79,270317177655.01,249106091900.42,255778571389.13,234906763790.23,263723808277.97,278778164218.66,255336993127.94,262391961170.95,265123576067.80,254636936410.71,249359291687.16,276927597945.00,243605191998.67,265122330404.34,295826498478.33,252006156562.04,280209576202.99,266498479177.28,275363482040.32,281287069139.06,225041425830.17,236464251782.81,252480834787.28,287211416238.05,233605771134.05,245312769730.85,231619542406.36,271255443553.36,260463078747.96,238771693557.72,251161400817.98,257303305054.38,250475471116.22,269560358378.99,263797355582.14,273056984631.74,242281717764.14,238518808627.57,241935330046.32,230234287095.11,296866978603.53,251191748184.52,259330263148.33,277689619886.72,254180589542.84,252303520071.48,266220233288.07,288908909922.70,234879209840.83,237447910641.64,261491508151.73,251748895943.90,242146807793.61,230796067141.95,223283161767.74,249628186034.18,259919627184.83,267105870522.35,268372373872.11,267231153638.03,282158829816.35,265069960072.50,244962231799.10,249239101277.38,275709507309.51,248953934884.93,269886337375.00,243587387398.35,256546420899.17,265181851268.14,268813333287.39,285714143479.77,250139073625.23
234822320910.91,250991606845.62,293268206006.67,250368574906.71,259185889132.18,269450418211.58,285170033874.10,215891302094.22,255812867289.97,267006066765.48,254166699136.94,263590910502.80,269236272844.71,226490793379.27,235558355459.47,267626033353.29,271541275347.44,254832532230.17,233641980576.15,250686136194.33,235434100883.44,257201524298.10,228197138381.55,245255239006.29,260529939480.00,291025032312.08,257850140556.70,267752963916.36,258522722555.56,251421967587.42,231972370284.53,287459230564.44,269317408270.18,246309225481.43,262001860388.25,271034198834.05,257196744240.62,249730958902.24,265193404818.10,235159590009.70,247805714394.82,286099428188.66,260559304287.72,272920631722.14,271764596958.36,268128925084.43,263493512309.62,231527280679.07,232846094450.04,253961061509.56,276403577344.43,237684603089.00,237304664052.39,255724396358.75,274276262648.20,265287374782.80,257767407394.11,253126837494.29,248259261536.08,260809123123.19,272878989864.75,263011839488.46,270583442882.61,233945368127.03,233965943907.35,255195306651.45,242523292660.97,271282813058.18,261315299811.33,240665537427.18,268838004480.52,259514682976.02,245021668043.98,252965115434.22,288428967498.62,246962690811.29,242329942013.71,269173917595.21,264702935848.28,243693469485.90,256795457292.93,218793589036.44,235394410478.12,271529560714.08,257025336515.19,254092080899.79,259755983932.90,284725328524.57,246926120478.76,234793954707.26,232623847638.38,304777858425.93,270756222884.32,264439390189.24,270284558418.26,250895181228.71,262204680965.45,258678306588.94,276864601348.42,241646886554.37
258602174566.06,275328379254.79,305363500260.36,282204143083.11,294140401947.06,288104242114.70,318145739376.06,243714209174.52,287838050338.66,279033317460.65,299058522790.72,269561801342.33,277911498648.09,252995077249.41,257757008653.51,283264543960.71,291867154560.94,271548461478.50,257854962595.56,270904566248.08,277513788500.04,264287911734.72,232412292033.08,251208963606.21,289453450708.88,305464271619.74,287042833198.01,268521215971.52,274170201886.85,289367536276.44,241053516794.34,289429725547.75,303639195392.41,255065085327.43,275567997326.38,264653572465.02,271220166711.17,262950400028.53,287249310862.44,254456800575.02,284755261194.44,314216913760.00,260430855544.89,289772578708.79,288467910713.89,293630849673.22,290581016412.75,219533866181.33,252903471049.87,255026988133.66,297117660791.52,247153082213.87,263759475417.59,261021792113.90,296255672156.50,285111166865.05,272925359231.89,269164927958.77,268089426622.58,295905967573.01,284629510862.54,281339750158.82,287991961789.22,261926619666.29,253287938844.29,277793654587.91,246685212490.23,287160116601.66,278289330345.11,281667985569.25,287006180878.84,271789660960.65,272395011873.89,288196996215.48,295989406486.31,261640418188.41,256391363717.56,288041262754.04,278577947550.18,254422390101.13,268742559825.39,234267889344.60,270748190344.12,284046604633.82,277389787180.40,279972322035.33,285907095539.39,305458963363.85,274474962749.57,256747263136.77,271629382916.20,306332094679.29,255021417153.76,264932851276.58,291905610051.60,272003848312.97,274751515941.60,277474524094.51,299215408650.16,260305309907.66
226018778800.90,254214946666.47,306313545197.59,252199449193.67,273419206399.27,245848733752.44,286459148668.47,218067074967.69,249400352692.25,273049058289.13,268529839631.94,237455493102.67,282727324082.75,230475681041.57,227716659713.07,270938728185.21,280077621043.98,243922262982.31,236002495417.85,255343307606.76,251957508189.64,257816276924.07,232529505766.93,247489663875.33,282955610077.08,291766412642.68,274022460827.15,256493591503.79,262967037036.95,260864697192.91,251213333334.67,288746668214.77,268621532866.31,237863787980.51,280333177924.48,261813783414.84,260003269305.95,267677988705.47,262553618901.98,239338525177.31,257369014102.87,296143779121.57,261027413873.70,268038576732.02,257050925843.62,265358122402.28,263522405552.53,220801857281.25,220609499661.26,253435200046.99,279709886042.82,252954728546.09,222651557392.40,234455968519.68,283313661087.97,266281904129.19,248059320922.47,272551081881.65,253896681864.53,276767377732.81,276123646202.09,245869088268.64,262868645394.97,269327859739.75,232776004718.16,261392464883.06,227733730480.80,291441102332.88,257819245083.89,257630367991.63,268945850895.02,271733876656.73,245448277137.04,266299407676.61,270789792218.22,235869262611.01,233365153052.52,270569713966.06,266226181766.40,236743971167.29,259694761690.88,232921710444.79,258477200916.82,276048896257.38,253725024941.83,273964695590.48,265655493883.45,290538361086.77,253815324929.08,238260360551.47,254546409292.94,299482720245.71,249830517592.53,268741442910.40,259034612548.58,255425870514.01,275529861584.21,258318963289.23,270760222710.65,229854361046.44
216109319105.08,244027759991.47,262679774958.70,245984953877.62,240157306444.58,251363490760.11,283755166879.19,230536060215.31,250310733272.17,261870214938.35,259730558347.52,246442357400.05,245215510037.95,220683327985.82,227576476282.49,261874855095.92,273694313100.69,233022905824.06,224463327054.04,234558600952.15,250483681531.63,249481505943.14,221627496257.00,212108301428.11,259651688170.88,283840957904.71,242514621199.00,248046267698.92,259192880562.85,218133689428.56,231457576447.01,263149269762.46,254586059226.12,229485825324.93,244420604611.73,242552606919.07,241518297429.49,228495849624.13,243467172720.08,234226177119.14,253022553458.26,271753198648.23,229825404648.08,271111751200.04,262685437952.10,262004406992.69,247443622068.56,221336607649.18,230015992682.40,249603419160.16,274594506783.07,232657586512.06,225702857140.12,232230658523.53,277949969534.40,242170274804.33,237454662572.16,231148868180.43,238630514128.74,263123843720.38,247629411984.73,243102677302.93,265832156403.28,242045104152.53,210256056282.58,234163486386.26,226226684114.85,268498642280.70,247706337539.02,236194875728.62,260274518862.79,227673629537.06,241156227771.76,244043776435.52,269866368029.02,243923134589.88,236673386128.47,236837719607.22,237853165787.69,228631860658.76,242093551914.54,214746727475.04,234844863444.10,256505452412.21,247828509276.13,251013792366.48,243148748470.16,257392335448.77,256513463405.11,240581622437.22,252329274128.60,281021140768.89,255579874920.14,256743220361.61,246659649559.31,232580172971.65,237811469191.11,243578697765.49,265988245667.41,216528718003.58
266101375433.11,270362994110.36,304825409652.56,283851760392.08,282526300443.48,274973939649.91,319072986461.06,247931147456.45,288951762666.66,277094410579.44,282228920804.13,250959559644.99,278624517571.35,251740510411.10,258327003330.37,284082715583.42,292165155102.20,276748700734.94,252764093521.52,262245269031.45,270391768470.87,258592593297.38,240971337765.65,251081573460.00,285409919273.81,277449224835.37,286897363356.93,258697657666.03,272048310848.38,278826871392.46,261888197788.64,291203493668.91,279943925802.04,277626370533.33,268106443624.27,279306110631.06,265049073956.39,258555102942.80,286568636827.83,239807079077.91,279390726967.83,303201547311.18,257058082722.99,287016242704.46,287047189989.37,286196419039.04,284964795234.06,233334212627.21,241268903950.73,256677385026.78,292897473756.50,264302704567.91,254561757776.37,243995058994.30,302314430544.89,274220687268.17,252551243690.20,274605916548.62,262919443384.77,296767577483.85,286892168541.13,268779739357.34,295258736911.91,273450802675.57,268185227775.56,284736276861.37,256020164952.42,299580170393.15,274482266222.27,276422501174.67,285965236632.48,275445446589.49,249097737814.77,287666372580.63,291028141297.01,255712654662.33,245928914763.20,263208267306.61,275977888317.00,263538309276.49,264825175513.86,240209826151.85,272481533557.96,278501844157.01,276315586078.10,268493652520.52,284698109874.16,319409142505.23,277256209551.87,252537247420.97,269394684888.20,314615595878.76,258151062745.99,263167706562.07,296097466332.02,259895988031.86,273650136242.08,286083597013.51,286560566777.94,255846076615.10
225121335920.97,240610161522.41,284307251399.29,252880285158.44,246186330986.36,250811378536.30,280372968503.77,217650738557.64,247671232800.38,242042129368.51,254843274891.19,237127753548.50,272332761787.92,245762679169.35,241458710266.97,239085096387.55,270755759012.68,246545336457.94,230535443126.16,249754673407.25,258821379076.35,236722577452.63,212371957775.89,221991833527.37,258678664468.95,283275477325.56,262837360722.05,247996929065.19,255866342259.38,242763598641.71,241037650088.38,268194589391.14,253957038394.38,249440994930.85,257942490559.87,251765649615.52,259542754049.80,254637500688.73,261153106669.17,221483548282.87,241706129671.83,302932936201.88,251438494222.44,264382843125.39,259108194670.85,275078811577.61,260685703513.52,210745701835.36,222247233858.81,247872037607.68,284323135097.95,232859335896.86,217011638912.64,246845030125.89,267904455539.77,266164868536.09,236126486524.88,248525283233.71,252768363007.41,257376252818.41,275359513641.65,252470616719.91,267443064845.11,243951117520.32,214044521222.06,239111407253.22,218217300190.05,282980020381.11,244863229834.35,253489296677.11,275991482795.61,249233707897.03,234685624022.46,243659447697.60,277822949300.51,234461884977.13,228512657857.63,245816322249.94,255867711913.66,237799235607.95,239045009290.73,205998964424.97,265195145049.83,246994365438.56,253713896674.91,245576206519.53,260701236984.67,263448794828.58,246074091879.25,237341241882.93,234802140372.81,290944553178.87,258835592234.72,250282865270.76,244804827678.13,234139983476.15,255904865593.42,263852697701.18,275073981663.22,218243881643.26
234882393323.85,253693276876.97,295988297118.73,251642968287.75,258113576734.14,250144275650.42,292153014250.25,241374104523.84,265248932616.68,279231468332.13,282135252009.90,228234581129.99,277102025208.32,242845075310.89,246650289751.27,260418585533.20,273209376568.97,251708618896.74,254920198489.29,265685385057.45,267453647667.78,265062201045.33,243610037111.09,245716546870.10,282552227841.57,290379862844.42,276686503334.75,257814797654.38,269532822146.28,260097435163.32,247640884253.31,298613413599.33,266331550589.20,244289704574.99,278950075215.59,257500753276.42,261550581502.19,264051441506.34,266518880284.91,242786650183.35,279658008650.94,306757926095.32,260298070398.20,287581335874.07,270726279814.99,287586817993.19,276841658115.46,232130988292.15,235265312185.06,249327720462.86,284738778595.44,244088021809.31,227030491525.64,245689566116.58,285121885286.85,257255982543.71,250030701086.22,254947607720.89,263860929178.20,258807927442.27,283844868651.70,266098883742.56,277423231733.40,275090491283.53,235179297036.49,260498621996.66,236138797838.72,295710271231.92,255180573594.08,238078609497.75,285995691649.54,275868722705.12,229337488799.75,256910919759.79,276877777177.28,245261702373.28,222667753034.99,254739205557.66,266939346178.51,244205216529.70,270300847431.42,241693084264.77,242356446391.62,267659734865.32,273190704502.34,263821487540.18,263312530833.80,295438560609.61,259796373010.84,267393340386.42,247506286567.05,317930414336.02,280145835929.68,272069062329.13,274297861688.62,251072608320.87,247245303749.95,274158822861.62,279148913211.65,243289618940.85
235047884760.95,261652499794.71,285912186505.19,280763585793.69,258041104060.75,276294341214.59,303728122389.54,243638830337.91,273441037185.29,254413089666.73,272751860106.41,252015823924.86,259612970760.91,228161338543.09,230493100543.60,272585079663.95,280489552664.66,265859129434.82,250940017366.91,247121266353.13,256579489061.59,255143347512.94,216884927784.01,239990579204.45,276727923918.59,273782568573.75,282156016263.57,258167628747.52,256402800234.89,272654500479.58,247090021841.28,284725750862.48,284320091939.20,263938046975.37,251076177579.70,265715484570.72,250158831699.61,258773620707.54,266532520880.53,244341201744.63,265704391565.85,282667245566.34,233364394544.58,274654961318.37,266880014884.00,272823943770.74,274718251713.64,235012522775.63,237387418720.82,267926825809.45,283391680207.91,233236554828.96,233518050293.37,242124948690.41,277127083581.00,256772489105.46,249795490532.70,253342818267.35,261380242895.57,277220789957.05,276447317330.21,278518289817.67,294565755724.53,254329265221.84,242655700153.12,255730211707.61,254447015142.40,279307812501.59,257146249717.61,273765826239.66,270430230530.82,258424200428.66,251499089034.61,265117856853.07,278453188839.16,244195499704.25,245749700178.83,263270022992.12,270438515677.28,255200915536.55,250717444399.39,211518547983.54,246941954055.05,266241002077.45,260322563773.87,261038693788.09,253387825037.51,292688189465.60,272151829150.02,242860895799.08,253982078941.35,289071595748.91,262927887945.17,254436310292.89,266551821908.75,256525359922.76,263993286652.06,271660629584.55,271810216490.94,247706891979.52
